SMILES,logS,MolWt,LogP,TPSA,RotB,AroProp,HBD,HBA,RingCount,FractionCSP3,HeavyAtomCount,BertzCT
Cc1ccc(cc1)C(C)(C)C,-4.4720217682,148.249,3.2925200000000014,0.0,0.0,0.5454545454545454,0.0,0.0,1.0,0.45454545454545453,11.0,223.21037742768323
OC(=O)C1CCCCC1,-1.445031941,128.17100000000002,1.6513,37.3,1.0,0.0,1.0,1.0,1.0,0.8571428571428571,9.0,103.4837783761905
[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1cccc(Nc2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6c(cccc6[S]([O-])(=O)=O)c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2)c1,-0.4108977358,1136.3280000000002,-14.301299999999994,433.55999999999995,15.0,0.4057971014492754,3.0,26.0,6.0,0.06451612903225806,69.0,3615.4533974183996
C(CCCN=C\C=C\c1ccccc1)CCN=C/C=C/c2ccccc2,-3.8937390711,344.502,6.115200000000006,24.72,11.0,0.46153846153846156,0.0,2.0,2.0,0.25,26.0,634.0052065779112
CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.973715535399999,658.8910000000001,9.583999999999996,101.88,8.0,0.6122448979591837,2.0,8.0,6.0,0.4146341463414634,49.0,1937.7168881281686
[Cl-].CCN(CC[N+](C)(C)C)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-3.0386996230000003,426.3480000000001,2.200100000000001,71.1,8.0,0.42857142857142855,0.0,5.0,2.0,0.3684210526315789,28.0,820.0639648889836
C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954,252.364,2.635600000000001,25.36,2.0,0.5625,0.0,5.0,3.0,0.36363636363636365,16.0,446.544227692605
CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,-2.5936884915,152.237,2.2099,12.53,0.0,0.0,0.0,1.0,4.0,1.0,11.0,216.15777938858872
[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cccc(c3)[S](=O)(=O)CCO[S]([O-])(=O)=O)n2)ccc1N=Nc4cc5c(cc(cc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc4[S]([O-])(=O)=O,-0.4261364852,1026.2630000000001,-9.94980000000002,414.73999999999995,15.0,0.4444444444444444,4.0,23.0,5.0,0.07142857142857142,63.0,3157.9320304830953
[Na+].[Na+].CCCCCCCCCCCCNc1nc(Cl)nc(Nc2ccc3c(O)c(N=Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)c(cc3c2)[S]([O-])(=O)=O)n1,-3.358911212,868.35,4.107200000000002,246.79999999999995,20.0,0.4827586206896552,3.0,16.0,5.0,0.32432432432432434,58.0,2411.468973161006
CCCN(CCC)C(=O)SCC,-2.7031744039,189.32399999999998,2.9815000000000014,20.310000000000002,5.0,0.0,0.0,2.0,0.0,0.8888888888888888,12.0,121.69694286392863
C1CC(CCC1COCC2CO2)COCC3CO3,-1.8357972344,256.342,1.6236,43.519999999999996,8.0,0.0,0.0,4.0,3.0,1.0,18.0,216.17854646049202
CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-3.9054642035,298.427,1.9462199999999998,88.48,4.0,0.2857142857142857,3.0,5.0,1.0,0.6875,21.0,473.3909247801034
O=[P+]1Oc2ccccc2c3ccccc13,-1.7796231349,215.16799999999998,4.328400000000002,30.21,0.0,0.9333333333333333,0.0,2.0,3.0,0.0,15.0,700.3760069281869
C=COC(=O)c1ccccc1,-2.6229591952,148.16099999999997,1.9868999999999999,26.3,2.0,0.5454545454545454,0.0,2.0,1.0,0.0,11.0,251.52506007307377
COC(=O)c1ccc(cc1)C(C)(C)C,-3.7398163758,192.25799999999998,2.7707000000000015,26.3,1.0,0.42857142857142855,0.0,2.0,1.0,0.4166666666666667,14.0,317.1701202996887
Cc1cccc(CC(C)(C)CO)c1,-2.8265354685000004,178.275,2.556020000000001,20.23,3.0,0.46153846153846156,1.0,1.0,1.0,0.5,13.0,276.2078950935822
CC(=O)OC\C=C(C)/CCC=C(C)C,-3.7549532157,196.29,3.242200000000002,26.3,5.0,0.0,0.0,2.0,0.0,0.5833333333333334,14.0,232.7062842434894
CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,-2.6959998037,166.264,2.3612,20.23,2.0,0.0,1.0,1.0,3.0,0.8181818181818182,12.0,215.04400223825917
CC1CC(=O)CC(C)(C)C1,-1.6471414632,140.22599999999997,2.401700000000001,17.07,0.0,0.0,0.0,1.0,1.0,0.8888888888888888,10.0,146.80725598781606
C=CC(=O)OCCOc1ccccc1c2ccccc2,-3.9515188418,268.312,3.4616000000000016,35.53,6.0,0.6,0.0,3.0,2.0,0.11764705882352941,20.0,575.7988048405728
SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.1231687481,488.67100000000033,1.4251999999999998,105.20000000000002,16.0,0.0,4.0,12.0,0.0,0.7647058823529411,29.0,436.0525055103621
Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,-4.952868802799999,284.399,4.657380000000004,40.46,2.0,0.5714285714285714,2.0,2.0,2.0,0.3684210526315789,21.0,591.197920970157
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.4730005799,891.500999999999,18.769099999999984,78.9,53.0,0.0,0.0,6.0,0.0,0.9473684210526315,63.0,885.5832274818622
CCOC(=O)CC(C)CC(C)(C)C,-3.8230431676,186.29499999999996,3.0119000000000016,26.3,4.0,0.0,0.0,2.0,0.0,0.9090909090909091,13.0,155.96343903735325
CCc1ccc(C)nc1,-1.0042604536,121.18299999999998,1.9524199999999998,12.89,1.0,0.6666666666666666,0.0,1.0,1.0,0.375,9.0,176.26405299160075
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.9799872046,228.332,2.3712000000000004,46.53,3.0,0.0,1.0,3.0,1.0,0.9230769230769231,16.0,235.3322056507386
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.1784471289,360.4500000000002,1.5575999999999999,94.83,2.0,0.0,3.0,5.0,4.0,0.7142857142857143,26.0,723.9130815015496
[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O,-1.4270312571,622.5880000000003,-1.6177599999999943,172.59999999999997,6.0,0.5714285714285714,2.0,10.0,5.0,0.07142857142857142,42.0,1836.5953336473772
CC(=C)C(=O)OCCOc1ccccc1,-2.9526471698,206.241,2.1847000000000003,35.53,5.0,0.4,0.0,3.0,1.0,0.25,15.0,329.98028532933694
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.1510889183,338.44400000000013,3.7177000000000024,46.150000000000006,13.0,0.25,0.0,5.0,2.0,0.6842105263157895,24.0,475.07010591802384
CF,-0.1758743764999999,34.033,0.5857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
C(COc1ccccc1)Oc2ccccc2,-3.9885265275,214.26399999999998,3.144400000000002,18.46,5.0,0.75,0.0,2.0,2.0,0.14285714285714285,16.0,356.0952225964737
CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,-7.2780387128,379.37500000000017,5.998200000000005,52.04,6.0,0.48,2.0,2.0,2.0,0.42857142857142855,25.0,716.9411214738501
[Na+].Cc1cc(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)c5ccccc5,-1.4396051212999998,591.6210000000003,1.5511600000000008,158.48999999999998,6.0,0.5714285714285714,3.0,8.0,5.0,0.12903225806451613,42.0,1889.0811835864993
CCCC(CCC)C(O)=O,-1.8579774272,144.214,2.2874,37.3,5.0,0.0,1.0,1.0,0.0,0.875,10.0,93.43071362054202
[Zn++].[S-]c1sc2ccccc2n1.[S-]c3sc4ccccc4n3,-4.285895804,397.8900000000001,4.401700000000002,25.78,0.0,0.8571428571428571,0.0,6.0,4.0,0.0,21.0,718.0672908331296
Oc1ccccc1.ClCC2CO2.C=O,-4.0347567611,216.66399999999993,1.8312999999999997,49.83,1.0,0.42857142857142855,1.0,3.0,2.0,0.3,14.0,224.06853695944784
CCCCCC/C=C/C1CC(=O)OC1=O,-4.0217535151999995,210.27299999999994,2.6027000000000005,43.370000000000005,6.0,0.0,0.0,3.0,1.0,0.6666666666666666,15.0,255.59284654013777
CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3,-5.229282852,406.9060000000002,4.694800000000003,90.29,4.0,0.42857142857142855,3.0,4.0,3.0,0.3181818181818182,28.0,703.0190510341763
CC1=CC[C@H]2C[C@@H]1C2(C)C,-4.7725704235,136.238,2.9987000000000013,0.0,0.0,0.0,0.0,0.0,3.0,0.8,10.0,186.21499122004107
C[Si](C)(C)O[Si](C)(C)C,-4.909505216,162.38099999999997,2.6728000000000005,9.23,2.0,0.0,0.0,1.0,0.0,1.0,9.0,76.2114326716684
FC(=C)C(F)(F)F,-2.7599573667,114.04100000000001,2.0319000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,7.0,79.42592196522058
O=C1Oc2ccccc2C=C1,-1.8860303607,146.14499999999998,1.793,30.21,0.0,0.9090909090909091,0.0,2.0,2.0,0.0,11.0,428.5108208761056
CC(=C)C1CCC(=CC1)C,-3.8464965295,136.238,3.308900000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.6,10.0,162.8771237954945
[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1,-0.6229779303,775.969,4.725610000000006,124.12,16.0,0.5555555555555556,0.0,9.0,5.0,0.2619047619047619,54.0,2098.8026452419267
[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6,-1.642781181,758.7060000000004,-1.0801999999999898,229.18,9.0,0.46153846153846156,0.0,14.0,6.0,0.125,52.0,2210.6003864279874
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,-3.0887781924,196.29,2.7643000000000013,26.3,1.0,0.0,0.0,2.0,2.0,0.9166666666666666,14.0,269.49529453537843
CCCC(=O)OC(C)(C)Cc1ccccc1,-4.1359426126,220.31199999999998,3.3510000000000018,26.3,5.0,0.375,0.0,2.0,1.0,0.5,16.0,327.84839499722005
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15,-2.6038411441,622.5480000000001,-4.739199999999995,197.31999999999996,6.0,0.6190476190476191,2.0,12.0,5.0,0.0,42.0,2288.251258470501
CCCOCC(C)OCC(C)O,-0.0700526508,176.25599999999997,1.1988999999999999,38.69,7.0,0.0,1.0,3.0,0.0,1.0,12.0,93.77443751081735
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,-4.1708247593,222.28799999999995,2.2430000000000003,58.86,3.0,0.0,0.0,4.0,1.0,0.8333333333333334,16.0,352.0302611774938
CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN,-4.4100874366000005,385.6370000000001,4.601900000000001,101.36999999999999,19.0,0.0,4.0,4.0,0.0,0.8636363636363636,27.0,305.9330151827408
CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O,-1.5218900849,469.92900000000026,4.233800000000003,115.10999999999999,8.0,0.5454545454545454,0.0,7.0,3.0,0.21739130434782608,33.0,1087.7657079061817
O=C(Oc1ccccc1)Oc2ccccc2,-4.2169166627,214.21999999999997,3.264400000000002,35.53,2.0,0.75,0.0,3.0,2.0,0.0,16.0,407.6186271235691
CCCCC(CC)C(=O)OC=C,-4.1519109764,170.25199999999998,2.8895000000000017,26.3,6.0,0.0,0.0,2.0,0.0,0.7,12.0,140.7740056622918
CC(=C)C(=O)NCNC(=O)C(C)=C,-1.1892367555,182.22299999999998,0.32850000000000007,58.2,4.0,0.0,2.0,2.0,0.0,0.3333333333333333,13.0,230.34031643968075
C\1C\C=C/CC\C=C1,-2.9659771733,108.184,2.6728000000000014,0.0,0.0,0.0,0.0,0.0,1.0,0.5,8.0,72.60593781761291
CO[Si](CCCN=C=O)(OC)OC,-3.2569810012,205.286,0.5903999999999998,57.120000000000005,7.0,0.0,0.0,5.0,0.0,0.8571428571428571,13.0,169.06669317043503
CCO[Si](CCCCl)(OCC)OCC,-3.3285834497000004,240.80299999999994,2.6637000000000013,27.69,9.0,0.0,0.0,3.0,0.0,1.0,14.0,118.20592425326387
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.3876832538,278.348,3.600400000000003,52.60000000000001,8.0,0.3,0.0,4.0,1.0,0.5,20.0,398.85794216890986
[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O,-1.7922611704,678.6960000000004,-0.3840799999999942,172.59999999999997,6.0,0.5217391304347826,2.0,10.0,5.0,0.1875,46.0,2027.6636029946455
Oc1ccc(c(O)c1O)C(=O)c2ccccc2,-3.3451078238,230.219,2.0343999999999993,77.75999999999999,2.0,0.7058823529411765,3.0,4.0,2.0,0.0,17.0,561.1321875173596
CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449,266.381,4.163100000000004,43.370000000000005,10.0,0.0,0.0,3.0,1.0,0.75,19.0,307.11590649725093
CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O,-4.4255032449,266.381,3.730800000000003,43.370000000000005,6.0,0.0,0.0,3.0,1.0,0.75,19.0,368.1903353571112
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC,-5.345705158,2216.691000000001,29.64000000000008,395.25000000000006,120.0,0.0,9.0,27.0,0.0,0.8571428571428571,156.0,2927.0601180034796
CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O,-5.424547549700001,292.37500000000006,4.430900000000003,63.6,10.0,0.2857142857142857,1.0,3.0,1.0,0.5294117647058824,21.0,436.60825944942167
CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.676541808600001,474.8340000000004,5.244800000000006,55.38000000000001,21.0,0.0,0.0,8.0,0.0,1.0,28.0,289.9984127700166
COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104,248.32199999999995,3.2977000000000025,35.53,6.0,0.3333333333333333,0.0,3.0,1.0,0.4,18.0,390.70467038435584
CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122621900001,313.482,4.6685000000000025,66.4,16.0,0.0,2.0,2.0,0.0,0.8888888888888888,22.0,279.5058337171213
C\1C\C=C/CC\C=C/CC/C=C1,-5.3651562541,162.276,4.009200000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.5,12.0,121.19311924156366
CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,-6.1025269393,754.6979999999995,13.388699999999977,6.48,18.0,0.0,0.0,4.0,0.0,0.9473684210526315,45.0,714.6494188420588
BrCc1ccc(cc1)c2ccccc2C#N,-6.6566491092,272.14500000000004,4.120180000000003,23.79,2.0,0.75,0.0,1.0,2.0,0.07142857142857142,16.0,523.1767595439565
CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2,-6.214524895199999,819.3979999999995,15.420399999999969,76.66,32.0,0.0,2.0,6.0,2.0,0.9615384615384616,58.0,988.848527556041
CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545252999999,269.47299999999996,4.925500000000005,29.1,12.0,0.0,1.0,1.0,0.0,0.9411764705882353,19.0,213.307604432795
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C,-7.5558815137,899.1279999999997,5.911600000000007,170.05999999999997,7.0,0.0,3.0,14.0,8.0,0.78,64.0,1787.630132042587
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-6.183335848,230.31,5.0206000000000035,0.0,2.0,1.0,0.0,0.0,3.0,0.0,18.0,548.7160655475084
c1cc2ccc3cccc4ccc(c1)c2c34,-6.1787966156,202.25599999999997,4.584000000000002,0.0,0.0,1.0,0.0,0.0,4.0,0.0,16.0,666.6198058168793
CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.40319542,278.348,3.600400000000003,52.60000000000001,8.0,0.3,0.0,4.0,1.0,0.5,20.0,381.6079421689099
CCC(CC)CC1(CCCCC1)C#N,-6.5873382321000005,193.33399999999997,4.286780000000004,23.79,4.0,0.0,0.0,1.0,1.0,0.9230769230769231,14.0,191.77132754726793
COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,-6.9290130346000005,313.35699999999997,2.9300000000000015,58.85,4.0,0.5217391304347826,0.0,5.0,3.0,0.29411764705882354,23.0,662.487877093113
CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.2523945018,482.7900000000005,9.186800000000003,52.60000000000001,25.0,0.0,0.0,4.0,0.0,0.9333333333333333,34.0,416.7216822476719
CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,-7.4042503575,532.6840000000002,8.713220000000003,50.800000000000004,9.0,0.6,1.0,5.0,6.0,0.2857142857142857,40.0,1540.0231874767646
FC1(F)Oc2cccc(C=O)c2O1,-2.1558333574,186.11299999999997,1.8205999999999996,35.53,1.0,0.46153846153846156,0.0,3.0,2.0,0.125,13.0,362.4068137607414
CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,-7.6382805905,291.31,2.3476800000000004,95.97999999999999,2.0,0.5454545454545454,2.0,5.0,3.0,0.11764705882352941,22.0,862.938264047108
CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O,-8.2501920599,889.5329999999993,18.179299999999984,112.65,49.0,0.0,4.0,4.0,0.0,0.8596491228070176,63.0,883.0930024861893
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.1852587653,765.9999999999998,10.377099999999993,156.45999999999998,21.0,0.42857142857142855,4.0,11.0,4.0,0.45454545454545453,56.0,1746.2812771982633
