SMILES,logS,HBA,BertzCT,TPSA,RotB,LogP,MolWt,AroProp
C[Si](C)(C)O[Si](C)(C)C,-4.909505216,1.0,76.2114326716684,9.23,2.0,2.6728000000000005,162.38099999999997,0.0
FC(=C)C(F)(F)F,-2.7599573667,0.0,79.42592196522058,0.0,0.0,2.0319000000000003,114.04100000000001,0.0
O=C1Oc2ccccc2C=C1,-1.8860303607,2.0,428.5108208761056,30.21,0.0,1.793,146.14499999999998,0.9090909090909091
CC(=C)C1CCC(=CC1)C,-3.8464965295,0.0,162.8771237954945,0.0,1.0,3.308900000000002,136.238,0.0
[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1,-0.6229779303,9.0,2098.8026452419267,124.12,16.0,4.725610000000006,775.969,0.5555555555555556
[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6,-1.642781181,14.0,2210.6003864279874,229.18,9.0,-1.0801999999999898,758.7060000000004,0.46153846153846156
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,-3.0887781924,2.0,269.49529453537843,26.3,1.0,2.7643000000000013,196.29,0.0
CCCC(=O)OC(C)(C)Cc1ccccc1,-4.1359426126,2.0,327.84839499722005,26.3,5.0,3.3510000000000018,220.31199999999998,0.375
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15,-2.6038411441,12.0,2288.251258470501,197.31999999999996,6.0,-4.739199999999995,622.5480000000001,0.6190476190476191
CCCOCC(C)OCC(C)O,-0.0700526508,3.0,93.77443751081735,38.69,7.0,1.1988999999999999,176.25599999999997,0.0
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,-4.1708247593,4.0,352.0302611774938,58.86,3.0,2.2430000000000003,222.28799999999995,0.0
CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN,-4.4100874366000005,4.0,305.9330151827408,101.36999999999999,19.0,4.601900000000001,385.6370000000001,0.0
CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O,-1.5218900849,7.0,1087.7657079061817,115.10999999999999,8.0,4.233800000000003,469.92900000000026,0.5454545454545454
O=C(Oc1ccccc1)Oc2ccccc2,-4.2169166627,3.0,407.6186271235691,35.53,2.0,3.264400000000002,214.21999999999997,0.75
CCCCC(CC)C(=O)OC=C,-4.1519109764,2.0,140.7740056622918,26.3,6.0,2.8895000000000017,170.25199999999998,0.0
CC(=C)C(=O)NCNC(=O)C(C)=C,-1.1892367555,2.0,230.34031643968075,58.2,4.0,0.32850000000000007,182.22299999999998,0.0
C\1C\C=C/CC\C=C1,-2.9659771733,0.0,72.60593781761291,0.0,0.0,2.6728000000000014,108.184,0.0
CO[Si](CCCN=C=O)(OC)OC,-3.2569810012,5.0,169.06669317043503,57.120000000000005,7.0,0.5903999999999998,205.286,0.0
CCO[Si](CCCCl)(OCC)OCC,-3.3285834497000004,3.0,118.20592425326387,27.69,9.0,2.6637000000000013,240.80299999999994,0.0
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.3876832538,4.0,398.85794216890986,52.60000000000001,8.0,3.600400000000003,278.348,0.3
[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O,-1.7922611704,10.0,2027.6636029946455,172.59999999999997,6.0,-0.3840799999999942,678.6960000000004,0.5217391304347826
Oc1ccc(c(O)c1O)C(=O)c2ccccc2,-3.3451078238,4.0,561.1321875173596,77.75999999999999,2.0,2.0343999999999993,230.219,0.7058823529411765
CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449,3.0,307.11590649725093,43.370000000000005,10.0,4.163100000000004,266.381,0.0
CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O,-4.4255032449,3.0,368.1903353571112,43.370000000000005,6.0,3.730800000000003,266.381,0.0
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC,-5.345705158,27.0,2927.0601180034796,395.25000000000006,120.0,29.64000000000008,2216.691000000001,0.0
CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O,-5.424547549700001,3.0,436.60825944942167,63.6,10.0,4.430900000000003,292.37500000000006,0.2857142857142857
CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.676541808600001,8.0,289.9984127700166,55.38000000000001,21.0,5.244800000000006,474.8340000000004,0.0
COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104,3.0,390.70467038435584,35.53,6.0,3.2977000000000025,248.32199999999995,0.3333333333333333
CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122621900001,2.0,279.5058337171213,66.4,16.0,4.6685000000000025,313.482,0.0
C\1C\C=C/CC\C=C/CC/C=C1,-5.3651562541,0.0,121.19311924156366,0.0,0.0,4.009200000000003,162.276,0.0
CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,-6.1025269393,4.0,714.6494188420588,6.48,18.0,13.388699999999977,754.6979999999995,0.0
BrCc1ccc(cc1)c2ccccc2C#N,-6.6566491092,1.0,523.1767595439565,23.79,2.0,4.120180000000003,272.14500000000004,0.75
CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2,-6.214524895199999,6.0,988.848527556041,76.66,32.0,15.420399999999969,819.3979999999995,0.0
CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545252999999,1.0,213.307604432795,29.1,12.0,4.925500000000005,269.47299999999996,0.0
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C,-7.5558815137,14.0,1787.630132042587,170.05999999999997,7.0,5.911600000000007,899.1279999999997,0.0
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-6.183335848,0.0,548.7160655475084,0.0,2.0,5.0206000000000035,230.31,1.0
c1cc2ccc3cccc4ccc(c1)c2c34,-6.1787966156,0.0,666.6198058168793,0.0,0.0,4.584000000000002,202.25599999999997,1.0
CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.40319542,4.0,381.6079421689099,52.60000000000001,8.0,3.600400000000003,278.348,0.3
CCC(CC)CC1(CCCCC1)C#N,-6.5873382321000005,1.0,191.77132754726793,23.79,4.0,4.286780000000004,193.33399999999997,0.0
COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,-6.9290130346000005,5.0,662.487877093113,58.85,4.0,2.9300000000000015,313.35699999999997,0.5217391304347826
CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.2523945018,4.0,416.7216822476719,52.60000000000001,25.0,9.186800000000003,482.7900000000005,0.0
CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,-7.4042503575,5.0,1540.0231874767646,50.800000000000004,9.0,8.713220000000003,532.6840000000002,0.6
FC1(F)Oc2cccc(C=O)c2O1,-2.1558333574,3.0,362.4068137607414,35.53,1.0,1.8205999999999996,186.11299999999997,0.46153846153846156
CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,-7.6382805905,5.0,862.938264047108,95.97999999999999,2.0,2.3476800000000004,291.31,0.5454545454545454
CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O,-8.2501920599,4.0,883.0930024861893,112.65,49.0,18.179299999999984,889.5329999999993,0.0
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.1852587653,11.0,1746.2812771982633,156.45999999999998,21.0,10.377099999999993,765.9999999999998,0.42857142857142855
[Cl-].CCCCCCCCCCCC[n+]1ccccc1,-0.4539105371,0.0,273.8503707227377,3.88,11.0,1.8989999999999991,283.88699999999994,0.3157894736842105
Cc1cccc(C)c1OCC(O)=O,-2.2566445306,2.0,297.6959388329159,46.53,3.0,1.76684,180.20299999999997,0.46153846153846156
CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,-1.8254561435,9.0,600.2721926824928,106.59000000000003,23.0,6.037400000000007,665.226,0.0
[Na+].[Na+].OCC1=CC(=N/Nc2ccc(c3ccccc23)[S]([O-])(=O)=O)\C(=O)/C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C1=O,-0.8171647444,13.0,2360.0060309389464,217.54999999999998,7.0,-5.246899999999993,652.5740000000003,0.5909090909090909
CC(=O)c1ccc(O)cc1,-1.1383824511,2.0,235.93943338088374,37.3,1.0,1.5948,136.14999999999998,0.6
[Na+].[Na+].Nc1ccc2cc(c(N=Nc3ccc(N=Nc4cccc(C([O-])=O)c4O)c5ccccc35)c(O)c2c1)[S]([O-])(=O)=O,-2.7868204517,12.0,2018.572523986405,213.24999999999997,6.0,-0.9071999999999971,601.5080000000004,0.6190476190476191
CC(C)=CCC\C(C)=C\C=C\C(C)=O,-3.2972120668,1.0,262.9601502903715,17.07,5.0,3.8243000000000027,192.302,0.0
C=CN1CCN(C=C)C1=O,-1.1558864442,1.0,158.4449202899649,23.55,2.0,1.0110000000000001,138.17,0.0
Nc1cc(ccc1O)[N+]([O-])=O,-2.2056018566,4.0,297.8789117242989,89.38999999999999,1.0,0.8825999999999998,154.12499999999997,0.5454545454545454
[O-][N+](=O)c1ccc2NC(=O)Nc2c1,-3.2740875474,3.0,525.0074434240122,91.78999999999999,1.0,0.7643999999999997,179.135,0.6923076923076923
Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N,-3.5292992951,5.0,773.8746664868947,90.27000000000001,3.0,0.8504000000000003,321.38300000000004,0.2857142857142857
CCC1=C(O)C(=O)C=CO1,-1.1759580204,3.0,274.4248627543818,50.44,1.0,0.9077999999999999,140.13799999999995,0.6
COC(=O)Cc1ccccc1,-2.2114017234,2.0,228.57786591623355,26.3,2.0,1.4021,150.177,0.5454545454545454
Cc1c(Cl)cccc1[N+]([O-])=O,-3.2706864295,2.0,298.4920897763861,43.14,1.0,2.5566200000000006,171.58299999999997,0.5454545454545454
CCCCCCCl,-3.1223887332,0.0,23.360990398949916,0.0,4.0,2.805500000000001,120.623,0.0
CC(=C)C(=O)OCC(F)(F)F,-2.2684756839,2.0,171.15643408968742,26.3,2.0,1.6680000000000001,168.11399999999998,0.0
CCCCCCC(C)=O,-2.1536963273,1.0,76.63682062300136,17.07,5.0,2.5458000000000007,128.215,0.0
CCCCC/C=C/CC(CC(O)=O)C(O)=O,-2.4042405738999997,2.0,245.403315334683,74.6,9.0,2.6885,228.28799999999995,0.0
CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,-3.4953596006,2.0,353.48837308389494,74.6,10.0,4.104800000000003,284.39599999999996,0.0
C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,-3.5264225666000004,2.0,535.8253337815046,37.3,0.0,4.125200000000003,302.458,0.0
[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O,-3.7561795168,8.0,1281.4222450293187,140.12,7.0,-0.2568999999999997,513.3600000000002,0.3870967741935484
CC(C)(O)C(=O)c1ccc(Cc2ccc(cc2)C(=O)C(C)(C)O)cc1,-4.536378597,4.0,690.0287279221111,74.6,6.0,3.1846000000000014,340.41900000000004,0.48
C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,-4.4930858187,4.0,483.4788280241413,52.6,6.0,2.7432000000000007,304.386,0.0
O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,-4.5784028785,3.0,990.8075235823432,87.30000000000001,5.0,4.131400000000002,367.43000000000006,0.6923076923076923
CCCCC(CC)COC(=O)C=C,-4.2832046138,2.0,152.16926858274718,26.3,7.0,2.9320000000000013,184.27899999999997,0.0
[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC,-4.9288559714,8.0,589.7531357226419,36.92,28.0,12.44509999999998,772.498,0.0
CC(=O)OC1CC2CC1C3CCCC23,-3.3380498278,2.0,261.04734401697993,26.3,1.0,2.3742,194.27399999999997,0.0
CCS,-0.8459165595999999,1.0,2.754887502163469,0.0,0.0,0.9360999999999999,62.137,0.0
